Date," Norfolk County, MA","Alabama","Alameda County, CA","Alaska","American Samoa","Arizona","Arkansas","Ashland, NE","Bennington County, VT","Bergen County, NJ","Berkeley, CA","Berkshire County, MA","Boston, MA","Broward County, FL","California","Carver County, MN","Charleston County, SC","Charlotte County, FL","Chatham County, NC","Cherokee County, GA","Chicago","Chicago, IL","Clark County, NV","Clark County, WA","Cobb County, GA","Collin County, TX","Colorado","Connecticut","Contra Costa County, CA","Cook County, IL","Davidson County, TN","Davis County, UT","Delaware","Delaware County, PA","Denver County, CO","Diamond Princess","District of Columbia","Douglas County, CO","Douglas County, NE","Douglas County, OR","El Paso County, CO","Fairfax County, VA","Fairfield County, CT","Fayette County, KY","Florida","Floyd County, GA","Fort Bend County, TX","Fresno County, CA","Fulton County, GA","Georgia","Grafton County, NH","Grand Princess","Grand Princess Cruise Ship","Grant County, WA","Guam","Harford County, MD","Harris County, TX","Harrison County, KY","Hawaii","Hendricks County, IN","Hillsborough, FL","Honolulu County, HI","Hudson County, NJ","Humboldt County, CA","Idaho","Illinois","Indiana","Iowa","Jackson County, OR ","Jefferson County, KY","Jefferson County, WA","Jefferson Parish, LA","Johnson County, IA","Johnson County, KS","Kansas","Kentucky","Kershaw County, SC","King County, WA","Kittitas County, WA","Klamath County, OR","Lackland, TX","Lackland, TX (From Diamond Princess)","Lee County, FL","Los Angeles, CA","Louisiana","Madera County, CA","Madison, WI","Maine","Manatee County, FL","Maricopa County, AZ","Marion County, IN","Marion County, OR","Maryland","Massachusetts","Michigan","Middlesex County, MA","Minnesota","Mississippi","Missouri","Montana","Montgomery County, MD","Montgomery County, PA","Montgomery County, TX","Nassau County, NY","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","New York City, NY","New York County, NY","Norfolk County, MA","North Carolina","North Dakota","Northern Mariana Islands","Norwell County, MA","Ohio","Okaloosa County, FL","Oklahoma","Omaha, NE (From Diamond Princess)","Orange County, CA","Orange, CA","Oregon","Pennsylvania","Pierce County, WA","Pinal County, AZ","Placer County, CA","Plymouth County, MA","Polk County, GA","Portland, OR","Providence County, RI","Providence, RI","Puerto Rico","Queens County, NY","Ramsey County, MN","Recovered","Rhode Island","Riverside County, CA","Rockingham County, NH","Rockland County, NY","Sacramento County, CA","San Antonio, TX","San Benito, CA","San Diego County, CA","San Francisco County, CA","San Mateo, CA","Santa Clara County, CA","Santa Clara, CA","Santa Cruz County, CA","Santa Rosa County, FL","Sarasota, FL","Saratoga County, NY","Seattle, WA","Shasta County, CA","Shelby County, TN","Snohomish County, WA","Sonoma County, CA","South Carolina","South Dakota","Spartanburg County, SC","Spokane County, WA","St. Louis County, MO","Suffolk County, MA","Suffolk County, NY","Summit County, CO","Tempe, AZ","Tennessee","Texas","Travis, CA","Travis, CA (From Diamond Princess)","Tulsa County, OK","US","Ulster County, NY","Umatilla, OR","Unassigned Location (From Diamond Princess)","Unassigned Location, VT","Unassigned Location, WA","United States Virgin Islands","Unknown Location, MA","Utah","Vermont","Virgin Islands","Virgin Islands, U.S.","Virginia","Volusia County, FL","Wake County, NC","Washington","Washington County, OR","Washington, D.C.","Washoe County, NV","Wayne County, PA","West Virginia","Westchester County, NY","Williamson County, TN","Wisconsin","Wuhan Evacuee","Wyoming","Yolo County, CA",
03-18-2020,0,46,0,6,0,27,33,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,184,68,0,0,0,0,19,0,0,47,31,0,0,0,0,0,0,0,314,0,0,0,0,199,0,21,0,0,5,0,0,0,14,0,0,0,0,0,9,162,39,29,0,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,257,0,0,42,0,0,0,0,85,218,83,0,77,34,18,11,0,0,0,0,24,55,26,267,23,2495,0,0,0,70,6,0,0,86,0,19,0,0,0,68,152,0,0,0,0,0,0,0,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,79,173,0,0,0,1,0,0,0,0,0,2,0,51,18,2,0,77,0,0,1014,0,0,0,0,1,0,0,92,0,15,0,
03-19-2020,0,78,0,9,0,45,62,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,277,159,0,0,0,0,30,0,0,47,40,0,0,0,0,0,0,0,417,0,0,0,0,287,0,22,0,0,12,0,0,0,16,0,0,0,0,0,11,422,60,44,0,0,0,0,0,0,34,37,0,0,0,0,0,0,0,0,392,0,0,52,0,0,0,0,107,328,334,0,89,50,31,11,0,0,0,0,29,95,44,742,35,5365,0,0,0,123,18,0,0,119,0,44,0,0,0,88,206,0,0,0,0,0,0,0,0,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,11,0,0,0,0,0,0,0,154,260,0,0,0,1,0,0,0,0,0,2,0,80,22,3,0,99,0,0,1376,0,0,0,0,2,0,0,159,0,18,0,
03-20-2020,0,83,0,12,0,78,96,0,0,0,0,0,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,363,194,0,0,0,0,38,0,0,49,71,0,0,0,0,0,0,0,563,0,0,0,0,420,0,23,0,0,14,0,0,0,26,0,0,0,0,0,23,585,86,45,0,0,0,0,0,0,44,47,0,0,0,0,0,0,0,0,538,0,0,56,0,0,0,0,149,413,552,0,115,80,53,15,0,0,0,0,37,114,44,890,43,8310,0,0,0,172,19,0,0,173,0,49,0,0,0,114,303,0,0,0,0,0,0,0,0,14,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,14,0,0,0,0,0,0,0,233,394,0,0,0,1,0,0,0,0,0,3,0,78,29,0,0,122,0,0,1524,0,0,0,0,7,0,0,207,0,19,0,
03-21-2020,0,131,0,15,0,118,122,0,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0,390,194,0,0,0,0,45,0,0,49,98,0,0,0,0,0,0,0,659,0,0,0,0,507,0,23,0,0,15,0,0,0,37,0,0,0,0,0,36,753,128,68,0,0,0,0,0,0,57,87,0,0,0,0,0,0,0,0,585,0,0,70,0,0,0,0,193,525,788,0,138,140,74,21,0,0,0,0,38,161,55,1327,43,11710,0,0,0,253,28,0,0,248,0,53,0,0,0,114,396,0,0,0,0,0,0,0,0,21,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,14,0,0,0,0,0,0,0,371,581,0,0,0,1,0,0,0,0,0,6,0,136,29,0,0,156,0,0,1793,0,0,0,0,8,0,0,282,0,23,0,
03-22-2020,0,157,0,20,0,152,165,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,0,0,0,591,327,0,0,0,0,56,0,0,49,204,0,0,0,0,0,0,0,1004,0,0,0,0,621,0,30,0,0,27,0,0,0,53,0,0,0,0,0,42,1049,204,90,0,0,0,0,0,0,65,103,0,0,0,0,0,0,0,0,837,0,0,89,0,0,0,0,244,646,1035,0,167,207,87,34,0,0,0,0,51,190,74,1914,57,15800,0,0,0,305,28,0,0,356,0,67,0,0,0,161,509,0,0,0,0,0,0,0,0,23,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,21,0,0,0,0,0,0,0,505,643,0,0,0,0,0,0,0,0,0,0,0,162,52,6,0,220,0,0,1997,0,0,0,0,16,0,0,381,4,26,0,
03-23-2020,0,196,0,30,0,235,192,0,0,0,0,0,0,0,2108,0,0,0,0,0,0,0,0,0,0,0,704,415,0,0,0,0,68,0,0,49,120,0,0,0,0,0,0,0,1227,0,0,0,0,772,0,28,0,0,29,0,0,0,56,0,0,0,0,0,68,1285,270,105,0,0,0,0,0,0,84,123,0,0,0,0,0,0,0,0,1172,0,0,107,0,0,0,0,290,777,1329,0,234,249,187,34,0,0,0,0,51,245,101,2844,83,20884,0,0,0,353,30,0,0,443,0,81,0,0,0,191,698,0,0,0,0,0,0,0,0,31,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,28,0,0,0,0,0,0,0,614,758,0,0,0,0,0,0,0,0,0,0,0,257,75,7,0,254,0,0,2221,0,0,0,0,16,0,0,425,4,26,0,
03-24-2020,0,242,0,34,0,326,219,0,0,0,0,0,0,0,2538,0,0,0,0,0,0,0,0,0,0,0,723,618,0,0,0,0,104,0,0,49,141,0,0,0,0,0,0,0,1412,0,0,0,0,1026,0,28,0,0,32,0,0,0,90,0,0,0,0,0,81,1537,368,124,0,0,0,0,0,0,100,162,0,0,0,0,0,0,0,0,1388,0,0,118,0,0,0,0,349,1159,1793,0,261,320,257,51,0,0,0,0,66,278,101,3675,100,25681,0,0,0,495,36,0,0,567,0,106,0,0,0,210,946,0,0,0,0,0,0,0,0,39,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,30,0,0,0,0,0,0,0,772,955,0,0,0,0,0,0,0,0,0,0,0,298,95,17,0,293,0,0,2328,0,0,0,0,22,0,0,481,4,29,0,
03-25-2020,0,381,0,41,0,401,280,0,0,0,0,0,0,0,2998,0,0,0,0,0,0,0,0,0,0,0,1021,875,0,0,0,0,119,0,0,49,187,0,0,0,0,0,0,0,1682,0,0,0,0,1247,0,28,0,0,37,0,0,0,91,0,0,0,0,0,91,1865,477,146,0,0,0,0,0,0,134,197,0,0,0,0,0,0,0,0,1795,0,0,142,0,0,0,0,425,1838,2296,0,286,377,354,65,0,0,0,0,71,323,108,4402,113,30841,0,0,0,590,45,0,0,704,0,164,0,0,0,266,1260,0,0,0,0,0,0,0,0,51,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,41,0,0,0,0,0,0,0,916,1229,0,0,0,0,0,0,0,0,0,0,0,340,125,17,0,396,0,0,2591,0,0,0,0,39,0,0,621,0,44,0,
03-26-2020,0,517,0,56,0,508,335,0,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,0,0,0,1430,1012,0,0,0,0,130,0,0,49,231,0,0,0,0,0,0,0,2357,0,0,0,0,1525,0,28,0,0,45,0,0,0,95,0,0,0,0,0,146,2538,645,179,0,0,0,0,0,0,172,247,0,0,0,0,0,0,0,0,2304,0,0,155,0,0,0,0,583,2417,2845,0,344,485,520,90,0,0,0,0,74,420,137,6876,113,37877,0,0,0,738,51,0,0,868,0,248,0,0,0,316,1795,0,0,0,0,0,0,0,0,64,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,46,0,0,0,0,0,0,0,1097,1563,0,0,0,0,0,0,0,0,0,0,0,396,158,17,0,466,0,0,3207,0,0,0,0,52,0,0,728,0,53,0,
03-27-2020,0,587,0,58,0,665,381,0,0,0,0,0,0,0,4657,0,0,0,0,0,0,0,0,0,0,0,1433,1291,0,0,0,0,163,0,0,49,271,0,0,0,0,0,0,0,2900,0,0,0,0,2000,0,28,0,0,51,0,0,0,106,0,0,0,0,0,205,3024,979,235,0,0,0,0,0,0,206,301,0,0,0,0,0,0,0,0,2744,0,0,168,0,0,0,0,775,3240,3634,0,396,579,666,109,0,0,0,0,82,536,158,8825,136,44876,0,0,0,887,68,0,0,1137,0,322,0,0,0,416,2345,0,0,0,0,0,0,0,0,79,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,58,0,0,0,0,0,0,0,1318,1937,0,0,0,0,0,0,0,0,0,0,0,472,184,19,0,607,0,0,3477,0,0,0,0,76,0,0,926,0,70,0,
03-28-2020,0,694,0,85,0,773,409,0,0,0,0,0,0,0,5095,0,0,0,0,0,0,0,0,0,0,0,1740,1524,0,0,0,0,214,0,0,49,304,0,0,0,0,0,0,0,3763,0,0,0,0,2366,0,103,0,0,55,0,0,0,149,0,0,0,0,0,234,3491,1233,298,0,0,0,0,0,0,266,380,0,0,0,0,0,0,0,0,3315,0,0,211,0,0,0,0,995,4257,4650,0,441,663,836,129,0,0,0,0,96,626,187,11124,208,52410,0,0,0,1020,94,0,0,1406,0,377,0,0,0,479,2845,0,0,0,0,0,0,0,0,100,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,68,0,0,0,0,0,0,0,1511,2455,0,0,0,0,0,0,0,0,0,0,0,602,211,22,0,740,0,0,4030,0,0,0,0,96,0,0,1055,0,82,0,
03-29-2020,0,825,0,102,0,919,426,0,0,0,0,0,0,0,5852,0,0,0,0,0,0,0,0,0,0,0,2307,1993,0,0,0,0,232,0,0,49,342,0,0,0,0,0,0,0,4246,0,0,0,0,2651,0,103,0,0,56,0,0,0,149,0,0,0,0,0,281,4596,1513,336,0,0,0,0,0,0,330,438,0,0,0,0,0,0,0,0,3540,0,0,253,0,0,0,0,1239,4955,5488,0,503,759,915,154,0,0,0,0,108,920,214,13386,237,59648,0,0,0,1191,98,0,0,1653,0,429,0,0,0,548,3432,0,0,0,0,0,0,0,0,127,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,90,0,0,0,0,0,0,0,1720,2792,0,0,0,0,0,0,0,0,0,0,0,720,235,23,0,890,0,0,4465,0,0,0,0,113,0,0,1164,0,86,0,
03-30-2020,0,899,0,114,0,1157,473,0,0,0,0,0,0,0,7138,0,0,0,0,0,0,0,0,0,0,0,2311,2571,0,0,0,0,264,0,0,49,401,0,0,0,0,0,0,0,5473,0,0,0,0,2808,0,103,0,0,58,0,0,0,175,0,0,0,0,0,340,5056,1786,424,0,0,0,0,0,0,372,479,0,0,0,0,0,0,0,0,4025,0,0,275,0,0,0,0,1413,5752,6498,0,576,847,1051,171,0,0,0,0,145,1012,314,16636,237,66663,0,0,0,1313,109,0,0,1933,0,481,0,0,0,606,4155,0,0,0,0,0,0,0,0,174,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,101,0,0,0,0,0,0,0,1917,3147,0,0,0,0,0,0,0,0,0,0,0,798,256,30,0,1020,0,0,4923,0,0,0,0,145,0,0,1230,0,94,0,
03-31-2020,0,987,0,119,0,1289,523,0,0,0,0,0,0,0,8210,0,0,0,0,0,0,0,0,0,0,0,2966,3128,0,0,0,0,319,0,0,49,495,0,0,0,0,0,0,0,6741,0,0,0,0,3929,0,103,0,0,69,0,0,0,204,0,0,0,0,0,515,5994,2158,497,0,0,0,0,0,0,434,628,0,0,0,0,0,0,0,0,5237,0,0,303,0,0,0,0,1660,6620,7615,0,629,937,1357,198,0,0,0,0,172,1114,357,18696,315,75833,0,0,0,1535,122,2,0,2199,0,568,0,0,0,690,4963,0,0,0,0,0,0,0,0,239,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,108,0,0,0,0,0,0,0,2391,3809,0,0,0,0,0,0,0,0,0,0,0,888,293,30,0,1249,0,0,5432,0,0,0,0,162,0,0,1412,0,109,0,
04-01-2020,0,1060,0,132,0,1530,584,0,0,0,0,0,0,0,9399,0,0,0,0,0,0,0,0,0,0,0,2982,3557,0,0,0,0,368,0,0,49,586,0,0,0,0,0,0,0,6956,0,0,0,0,4638,0,103,0,0,77,0,0,0,224,0,0,0,0,0,566,6980,2564,547,0,0,0,0,0,0,485,632,0,0,0,0,0,0,0,0,6424,0,0,303,0,0,0,0,1986,7738,9315,0,689,1073,1613,208,0,0,0,0,210,1279,367,22255,340,83948,0,0,0,1675,142,6,0,2547,0,721,0,0,0,736,6009,0,0,0,0,0,0,0,0,286,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,129,0,0,0,0,0,0,0,2933,4355,0,0,0,0,0,0,0,0,0,0,0,888,321,30,0,1483,0,0,5608,0,0,0,0,191,0,0,1556,0,130,0,
04-02-2020,0,1233,0,143,0,1715,643,0,0,0,0,0,0,0,10773,0,0,0,0,0,0,0,0,0,0,0,3342,3824,0,0,0,0,393,0,0,49,653,0,0,0,0,0,0,0,9008,0,0,0,0,5348,0,103,0,0,82,0,0,0,256,0,0,0,0,0,776,7695,3038,614,0,0,0,0,0,0,553,770,0,0,0,0,0,0,0,0,9149,0,0,376,0,0,0,0,2331,8966,10791,0,742,1177,1857,241,0,0,0,0,246,1463,316,25590,388,92506,0,0,0,1977,159,6,0,2901,0,881,0,0,0,826,7268,0,0,0,0,0,0,0,0,316,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,165,0,0,0,0,0,0,0,3013,5069,0,0,0,0,0,0,0,0,0,0,0,1092,338,30,0,1706,0,0,6389,0,0,0,0,216,0,0,1748,0,150,0,
04-03-2020,0,1495,0,157,0,1937,704,0,0,0,0,0,0,0,12004,0,0,0,0,0,0,0,0,0,0,0,3742,4914,0,0,0,0,450,0,0,49,757,0,0,0,0,0,0,0,10268,0,0,0,0,5831,0,103,0,0,84,0,0,0,319,0,0,0,0,0,891,8904,3437,699,0,0,0,0,0,0,629,770,0,0,0,0,0,0,0,0,10297,0,0,432,0,0,0,0,2758,10402,12744,0,788,1358,1864,243,0,0,0,0,279,1514,479,29895,534,102987,0,0,0,2251,173,8,0,3312,0,990,0,0,0,899,8570,0,0,0,0,0,0,0,0,316,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,187,0,0,0,0,0,0,0,3067,5734,0,0,0,0,0,0,0,0,0,0,0,1255,389,37,0,2012,0,0,6846,0,0,0,0,237,0,0,2012,0,162,0,
04-04-2020,0,1614,0,171,0,2187,743,0,0,0,0,0,0,0,12837,0,0,0,0,0,0,0,0,0,0,0,4188,5276,0,0,0,0,593,0,0,49,902,0,0,0,0,0,0,0,11537,0,0,0,0,6160,0,103,0,0,93,0,0,0,351,0,0,0,0,0,1022,10357,3953,787,0,0,0,0,0,0,698,917,0,0,0,0,0,0,0,0,12496,0,0,456,0,0,0,0,3125,11736,14225,0,865,1455,2310,265,0,0,0,0,321,1742,540,34124,534,113833,0,0,0,2486,186,8,0,3739,0,1161,0,0,0,899,10444,0,0,0,0,0,0,0,0,452,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,212,0,0,0,0,0,0,0,3322,6567,0,0,0,0,0,0,0,0,0,0,0,1435,461,40,0,2407,0,0,7247,0,0,0,0,282,0,0,2030,0,187,0,
04-05-2020,0,1765,0,185,0,2486,837,0,0,0,0,0,0,0,15034,0,0,0,0,0,0,0,0,0,0,0,4950,5675,0,0,0,0,673,0,0,49,1002,0,0,0,0,0,0,0,12350,0,0,0,0,6647,0,103,0,0,112,0,0,0,371,0,0,0,0,0,1078,11259,4411,869,0,0,0,0,0,0,751,955,0,0,0,0,0,0,0,0,13010,0,0,470,0,0,0,0,3617,12500,15718,0,935,1638,2347,286,0,0,0,0,364,1855,621,37505,670,123160,0,0,0,2649,207,8,0,4043,0,1254,0,0,0,1068,11589,0,0,0,0,0,0,0,0,475,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,240,0,0,0,0,0,0,0,3633,7209,0,0,0,0,0,0,0,0,0,0,0,1608,512,42,0,2640,0,0,7825,0,0,0,0,324,0,0,2320,0,197,0,
04-06-2020,0,1952,0,190,0,2732,875,0,0,0,0,0,0,0,16019,0,0,0,0,0,0,0,0,0,0,0,5183,6906,0,0,0,0,783,0,0,49,1097,0,0,0,0,0,0,0,13324,0,0,0,0,7314,0,103,0,0,113,0,0,0,387,0,0,0,0,0,1101,12262,4956,946,0,0,0,0,0,0,849,955,0,0,0,0,0,0,0,0,14867,0,0,499,0,0,0,0,4045,13837,17221,0,986,1738,2736,299,0,0,0,0,417,1953,715,41090,757,131815,0,0,0,2962,225,8,0,4453,0,1329,0,0,0,1068,13127,0,0,0,0,0,0,0,0,513,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,288,0,0,0,0,0,0,0,3802,8043,0,0,0,0,0,0,0,0,0,0,0,1685,543,43,0,2878,0,0,8311,0,0,0,0,345,0,0,2449,0,210,0,
04-07-2020,0,2169,0,213,0,2870,946,0,0,0,0,0,0,0,17351,0,0,0,0,0,0,0,0,0,0,0,5429,7781,0,0,0,0,928,0,0,49,1211,0,0,0,0,0,0,0,14545,0,0,0,0,8822,0,103,0,0,121,0,0,0,410,0,0,0,0,0,1170,12271,5510,1046,0,0,0,0,0,0,912,1149,0,0,0,0,0,0,0,0,16284,0,0,519,0,0,0,0,4371,15202,18970,0,1069,1915,3130,319,0,0,0,0,447,2124,715,44416,876,139875,0,0,0,3299,237,8,0,4782,0,1474,0,0,0,1132,14853,0,0,0,0,0,0,0,0,573,0,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,320,0,0,0,0,0,0,0,4139,8925,0,0,0,0,0,0,0,0,0,0,0,1746,575,43,0,3335,0,0,8692,0,0,0,0,412,0,0,2578,0,216,0,
04-08-2020,0,2328,0,226,0,3036,1000,0,0,0,0,0,0,0,18897,0,0,0,0,0,0,0,0,0,0,0,5655,7781,0,0,0,0,1116,0,0,49,1440,0,0,0,0,0,0,0,15456,0,0,0,0,9901,0,103,0,0,121,0,0,0,410,0,0,0,0,0,1210,15078,5943,1145,0,0,0,0,0,0,1046,1149,0,0,0,0,0,0,0,0,17030,0,0,537,0,0,0,0,5529,16790,20346,0,1154,2003,3209,332,0,0,0,0,519,2259,747,47437,902,151061,0,0,0,3499,251,11,0,5148,0,1526,0,0,0,1181,16631,0,0,0,0,0,0,0,0,620,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,393,0,0,0,0,0,0,0,4363,9777,0,0,0,0,0,0,0,0,0,0,0,1855,605,45,0,3645,0,0,9276,0,0,0,0,483,0,0,2710,0,221,0,
04-09-2020,0,2703,0,235,0,3018,1119,0,0,0,0,0,0,0,19710,0,0,0,0,0,0,0,0,0,0,0,5655,9784,0,0,0,0,1209,0,0,49,1523,0,0,0,0,0,0,0,16364,0,0,0,0,10566,0,103,0,0,128,0,0,0,442,0,0,0,0,0,1232,15079,6351,1270,0,0,0,0,0,0,1116,1341,0,0,0,0,0,0,0,0,18283,0,0,560,0,0,0,0,6185,18941,21504,0,1240,2260,3432,354,0,0,0,0,568,2456,819,51027,865,161779,0,0,0,3736,269,11,0,5512,0,1686,0,0,0,1321,18300,0,0,0,0,0,0,0,0,683,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,447,0,0,0,0,0,0,0,4634,11208,0,0,0,0,0,0,0,0,0,0,0,1856,628,45,0,4042,0,0,9639,0,0,0,0,514,0,0,2886,0,230,0,
04-10-2020,0,2947,0,246,0,3112,1171,0,0,0,0,0,0,0,21081,0,0,0,0,0,0,0,0,0,0,0,6202,10538,0,0,0,0,1326,0,0,49,1660,0,0,0,0,0,0,0,17531,0,0,0,0,11485,0,103,0,0,130,0,0,0,442,0,0,0,0,0,1354,17887,6907,1388,0,0,0,0,0,0,1117,1693,0,0,0,0,0,0,0,0,19253,0,0,586,0,0,0,0,6968,20974,22434,0,1336,2469,3897,365,0,0,0,0,635,2722,819,54588,1081,172348,0,0,0,3965,278,11,0,5878,0,1794,0,0,0,1322,20051,0,0,0,0,0,0,0,0,725,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067,536,0,0,0,0,0,0,0,4891,12105,0,0,0,0,0,0,0,0,0,0,0,2103,679,50,0,4509,0,0,10119,0,0,0,0,574,0,0,3068,0,239,0,
04-11-2020,0,3217,0,257,0,3393,1228,0,0,0,0,0,0,0,21706,0,0,0,0,0,0,0,0,0,0,0,6513,11510,0,0,0,0,1479,0,0,49,1778,0,0,0,0,0,0,0,18494,0,0,0,0,12159,0,103,0,0,133,0,0,0,465,0,0,0,0,0,1396,19180,7435,1510,0,0,0,0,0,0,1275,1693,0,0,0,0,0,0,0,0,20014,0,0,616,0,0,0,0,7694,22860,23605,0,1427,2642,4108,377,0,0,0,0,699,2702,885,58151,1091,181026,0,0,0,4354,293,11,0,6250,0,1868,0,0,0,1371,21719,0,0,0,0,0,0,0,0,788,0,0,0,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211,626,0,0,0,0,0,0,0,5132,13023,0,0,0,0,0,0,0,0,0,0,0,2207,711,51,0,5077,0,0,10434,0,0,0,0,577,0,0,3213,0,261,0,
04-12-2020,0,3563,0,272,0,3542,1280,0,0,0,0,0,0,0,22795,0,0,0,0,0,0,0,0,0,0,0,7307,12035,0,0,0,0,1625,0,0,49,1875,0,0,0,0,0,0,0,19895,0,0,0,0,12452,0,103,0,0,133,0,0,0,499,0,0,0,0,0,1407,20852,7928,1587,0,0,0,0,0,0,1344,1963,0,0,0,0,0,0,0,0,20595,0,0,633,0,0,0,0,8225,25475,24244,0,1621,2781,4269,387,0,0,0,0,791,2836,929,61850,1245,189033,0,0,0,4570,308,11,0,6604,0,1970,0,0,0,1527,22938,0,0,0,0,0,0,0,0,897,0,0,0,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3320,730,0,0,0,0,0,0,0,5508,13677,0,0,0,0,0,0,0,0,0,0,0,2303,727,51,0,5274,0,0,10609,0,0,0,0,593,0,0,3341,0,270,0,
04-13-2020,0,3734,0,277,0,3705,1410,0,0,0,0,0,0,0,23931,0,0,0,0,0,0,0,0,0,0,0,7691,13381,0,0,0,0,1758,0,0,49,1955,0,0,0,0,0,0,0,21019,0,0,0,0,13315,0,103,0,0,133,0,0,0,504,0,0,0,0,0,1426,22025,8359,1710,0,0,0,0,0,0,1390,2018,0,0,0,0,0,0,0,0,21016,0,0,698,0,0,0,0,8936,26867,25635,0,1621,2942,4515,394,0,0,0,0,814,2990,985,64584,1262,195749,0,0,0,4886,331,11,0,6975,0,2069,0,0,0,1584,24292,0,0,0,0,0,0,0,0,903,0,0,0,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,868,0,0,0,0,0,0,0,5610,14275,0,0,0,0,0,0,0,0,0,0,0,2363,748,51,0,5747,0,0,10635,0,0,0,0,611,0,0,3428,0,275,0,
04-14-2020,0,3953,0,285,0,3809,1498,0,0,0,0,0,0,0,25356,0,0,0,0,0,0,0,0,0,0,0,7950,13989,0,0,0,0,1926,0,0,49,2058,0,0,0,0,0,0,0,21628,0,0,0,0,14578,0,103,0,0,133,0,0,0,511,0,0,0,0,0,1464,23248,8527,1899,0,0,0,0,0,0,1441,2048,0,0,0,0,0,0,0,0,21518,0,0,735,0,0,0,0,9472,28164,27001,0,1695,3087,4746,399,0,0,0,0,897,3134,922,68824,1345,203020,0,0,0,5113,341,11,0,7285,0,2184,0,0,0,1633,25465,0,0,0,0,0,0,0,0,923,0,0,0,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,988,0,0,0,0,0,0,0,5827,15006,0,0,0,0,0,0,0,0,0,0,0,2417,752,51,0,6182,0,0,10799,0,0,0,0,640,0,0,3555,0,282,0,
